api_player_id,card_id,player_name,season,club,league,current_pool,goals,assists,minutes,rt,verified_position,confidence,evidence
237,172769,G. Pereiro,1617,PSV Eindhoven,ERE,CAM,10,2,2166,73,CAM,medium,Cocu's PSV: the 10/left attacking mid
237,172384,G. Pereiro,1718,PSV Eindhoven,ERE,CAM,11,4,1730,75,CAM,medium,Same advanced-mid role in the title season
127769,132797,Gabriel Martinelli,1920,Arsenal,PL,CAM,3,NR,656,49,Winger,low,656 league min; LW/CF cameos in breakout year - wide plurality
127769,132385,Gabriel Martinelli,2021,Arsenal,PL,CAM,2,1,588,47,Winger,low,588 injury-hit min; LW when used
127769,131962,Gabriel Martinelli,2122,Arsenal,PL,CAM,6,6,1863,75,Winger,high,Fixed LW from late autumn in Arteta's 4-2-3-1
49950,184653,J. Fernándes,1617,Alanyaspor,TR,CAM,6,3,1186,64,Winger,low,Junior Fernandes: wide forward per Turkish league records (1186 min)
49950,184264,J. Fernándes,1718,Alanyaspor,TR,CAM,10,6,1969,75,Winger,low,"Alanyaspor wide forward; 10-goal season, thin per-season split data"
49950,183502,J. Fernándes,1920,Alanyaspor,TR,CAM,9,7,1871,73,Winger,low,Same wide role
37161,171018,L. Sinisterra,2122,Feyenoord,ERE,CAM,12,7,2417,75,Winger,high,Slot's fixed LW in the Conference League final season
307,133534,X. Shaqiri,1819,Liverpool,PL,CAM,6,3,1058,75,Winger,low,"1058 rotation min: RW plus midfield-diamond experiments - wide plurality, no clean majority"
607,183398,A. Bakasetas,1920,Alanyaspor,TR,CAM,10,4,2685,74,CAM,medium,Bakasetas: classic 10/second striker; Alanyaspor's creator
607,182982,A. Bakasetas,2021,Trabzonspor,TR,CAM,7,2,1606,65,CAM,medium,Trabzonspor's 10 from Jan arrival
2722,182505,A. El Kaabi,2122,Hatayspor,TR,CAM,15,1,2363,74,ST,medium,El Kaabi: out-and-out CF; 15-goal season
2722,182084,A. El Kaabi,2223,Hatayspor,TR,CAM,8,3,1801,64,ST,medium,Same CF role
2601,177837,D. Kamada,1819,St. Truiden,BPL,CAM,12,NR,1899,74,CAM,medium,STVV loan breakout as the 10/second striker
2459,140977,D. Machís,1617,Leganes,LL,CAM,1,3,1046,48,Winger,low,Leganes LW rotation (1046 min)
2459,147232,D. Machís,1819,Udinese,SA,CAM,0,1,457,27,UNSURE,UNSURE,457 fringe minutes at Udinese; no citable data
2459,139689,D. Machís,1920,Granada CF,LL,CAM,7,5,2126,74,Winger,medium,Granada's LW under Diego Martinez
2459,139247,D. Machís,2021,Granada CF,LL,CAM,5,5,2028,65,Winger,medium,Same LW role in the Europa League season
2459,138805,D. Machís,2122,Granada CF,LL,CAM,4,2,1379,56,Winger,low,LW; 1379 min
2459,138345,D. Machís,2223,Valladolid,LL,CAM,0,1,599,26,Winger,low,599 min at Valladolid; wide in cameos
41113,167049,Fábio Martins,1617,Chaves,PRT,CAM,6,2,2081,58,Winger,low,Chaves: wide-left attacking role per Portuguese records
41113,166655,Fábio Martins,1718,SC Braga,PRT,CAM,5,4,1113,62,Winger,low,1113 rotation min at Braga; wide attacking role
41113,165827,Fábio Martins,1920,Famalicao,PRT,CAM,12,5,2566,74,Winger,low,"Famalicao's wide-left creator (12 goals) - LW/AM split, thin data"
41725,165196,Fábio Vieira,2122,FC Porto,PRT,CAM,6,14,1328,74,CAM,medium,Porto's creative AM (14 assists in 1328 min) under Conceicao
1463,132426,J. Willock,2021,Newcastle,PL,CAM,8,NR,980,74,CM,medium,Jan loan: arriving no.8 - the famous 8-goal late-run streak from midfield
1463,132034,J. Willock,2122,Newcastle,PL,CAM,2,NR,2047,48,CM,medium,Same arriving-8 role under Howe/Bruce
2489,165998,L. Díaz,1920,FC Porto,PRT,CAM,6,2,1772,57,Winger,medium,Porto LW
2489,165606,L. Díaz,2021,FC Porto,PRT,CAM,6,5,1635,62,Winger,medium,Fixed LW
2489,165217,L. Díaz,2122,FC Porto,PRT,CAM,14,4,1507,74,Winger,high,Fixed LW; 14 goals in half a season before Liverpool move
2763,147068,M. Pašalić,1819,Atalanta,SA,CAM,5,3,1615,74,CAM,low,"Gasperini: rotated between the dual-10 slots and the central pair - advanced plurality, close"
183799,138707,Nico Williams,2122,Athletic Club,LL,CAM,0,NR,1324,25,Winger,medium,Breakout cameos at RW (1324 min)
183799,138264,Nico Williams,2223,Athletic Club,LL,CAM,6,4,2673,63,Winger,high,Fixed RW
183799,137842,Nico Williams,2324,Athletic Club,LL,CAM,5,11,2281,74,Winger,high,Fixed RW; 11-assist season
183799,137418,Nico Williams,2425,Athletic Club,LL,CAM,5,5,1998,64,Winger,high,Fixed RW
1697,133059,Pablo Fornals,1920,West Ham,PL,CAM,2,5,2177,67,CAM,low,First season: rotated across the attacking-mid band - no clean majority
1697,132648,Pablo Fornals,2021,West Ham,PL,CAM,5,4,2583,73,Winger,low,Mostly left of Moyes's attacking trio (nominal LW tucking in) - boundary case
1697,132247,Pablo Fornals,2122,West Ham,PL,CAM,6,3,2804,74,Winger,low,Same left-of-trio role; 2804 min - boundary case
41103,165841,Ricardo Horta,1920,SC Braga,PRT,CAM,12,5,2619,74,Winger,medium,Braga: left wing/left forward (12 goals)
44,131980,Rodri,2122,Manchester City,PL,CAM,7,2,2887,74,CDM,high,City's sole pivot in the 4-3-3; current_pool label plainly wrong
20617,152843,S. Katompa Mvumpa,2021,VfB Stuttgart,BL,CAM,11,4,1930,74,Winger,medium,Silas: right wing/wide forward; 11-goal season
130256,165016,André Franco,2122,Estoril,PRT,CAM,11,4,2623,73,CAM,low,Estoril's attacking mid per Portuguese records (11 goals); earned Porto move in that role
2206,159661,B. Bourigeaud,1819,Rennes,L1,CAM,6,5,2434,73,CM,low,Rennes: central/right mid and set-piece taker - central plurality
421,153371,B. Embolo,1920,Borussia Mönchengladbach,BL,CAM,8,5,1551,73,ST,low,"Rose rotation across the front three - CF plurality, close"
519,154104,C. Tolisso,1718,Bayern München,BL,CAM,6,4,1527,73,CM,medium,No.8 in Heynckes's midfield (1527 min)
48648,159095,D. Ndoye,2021,Nice,L1,CAM,1,1,532,36,Winger,low,532 min at Nice; RW in cameos
48648,145210,D. Ndoye,2324,Bologna,SA,CAM,1,1,1776,37,Winger,medium,Motta's Bologna: RW
48648,144781,D. Ndoye,2425,Bologna,SA,CAM,8,4,2151,73,Winger,medium,Italiano's Bologna: wide L/R
31057,146483,H. Traorè,2021,Sassuolo,SA,CAM,5,2,1789,67,CAM,low,De Zerbi: left AM/10 rotation - advanced plurality
31057,146043,H. Traorè,2122,Sassuolo,SA,CAM,7,2,1779,73,CAM,low,Dionisi: 10/left of the front - advanced plurality
2218,160722,I. Sarr,1617,Metz,L1,CAM,5,1,1941,53,Winger,medium,Metz breakout RW
2218,160294,I. Sarr,1718,Rennes,L1,CAM,5,3,1866,59,Winger,medium,Rennes RW
2218,159871,I. Sarr,1819,Rennes,L1,CAM,8,6,2795,73,Winger,medium,Rennes RW; Europa League run season
2218,132803,I. Sarr,1920,Watford,PL,CAM,5,4,2030,66,Winger,high,Watford's fixed RW
2218,131996,I. Sarr,2122,Watford,PL,CAM,5,2,1864,62,Winger,medium,RW in the relegation season
22003,159727,M. Cafaro,1819,Reims,L1,CAM,7,3,2101,73,Winger,low,Reims: wide attacking mid (L/R) per French records
25307,153968,M. Richter,1718,FC Augsburg,BL,CAM,1,NR,598,36,Winger,low,598 fringe min; wide in cameos
25307,153614,M. Richter,1819,FC Augsburg,BL,CAM,4,6,1431,73,Winger,low,Augsburg wide forward rotation
25307,153242,M. Richter,1920,FC Augsburg,BL,CAM,4,3,2288,64,Winger,medium,RW/wide forward plurality (2288 min)
25307,152498,M. Richter,2122,Hertha BSC,BL,CAM,5,1,1710,63,Winger,low,Hertha: wide/AM rotation - wide plurality
1914,160305,M. Sanson,1718,Marseille,L1,CAM,9,2,2173,73,CM,low,"Marseille box-to-box 8 with a 10 share - central plurality, 9-goal season"
1914,159088,M. Sanson,2021,Marseille,L1,CAM,2,3,829,58,CM,low,829 min before Jan exit; same central role
50464,183395,M. Thiam,1920,Kasımpaşa,TR,CAM,11,4,1863,73,ST,low,"Kasimpasa forward (11 goals) - CF plurality with wide share, thin data"
50464,182960,M. Thiam,2021,Fenerbahçe,TR,CAM,6,2,1490,58,UNSURE,UNSURE,Fener rotation across all front positions (1490 min); no citable per-season split
37155,171056,O. Kökçü,2122,Feyenoord,ERE,CAM,7,9,2632,73,CM,high,Slot's left 8 in the settled Aursnes-Kokcu-Til midfield (Til at 10)
47557,140019,Ó. Trejo,1819,Rayo Vallecano,LL,CAM,1,4,1773,61,CAM,medium,Rayo's enganche/10
47557,138664,Ó. Trejo,2122,Rayo Vallecano,LL,CAM,3,9,2022,73,CAM,medium,Captain-10 under Iraola; 9 assists
50844,166935,Pedro Santos,1617,SC Braga,PRT,CAM,6,7,2025,73,Winger,low,Braga wide man (L/R) before Columbus move
37160,171045,S. Berghuis,2122,Ajax,ERE,CAM,8,11,2401,73,CM,low,"Began RW, converted to the right 8 as Antony claimed the wing - near split, central plurality"
20649,159077,Y. Wissa,2021,Lorient,L1,CAM,10,4,2683,73,ST,low,"Lorient: CF/left-forward split - CF plurality, 10-goal season"
2924,140721,A. Januzaj,1718,Real Sociedad,LL,CAM,3,5,1579,72,Winger,medium,Real Sociedad RW
41190,165938,Carlos Júnior,1920,Santa Clara,PRT,CAM,7,3,2455,60,UNSURE,UNSURE,Cannot cite a per-season role at Santa Clara; declining to guess
41190,165551,Carlos Júnior,2021,Santa Clara,PRT,CAM,14,3,2753,72,UNSURE,UNSURE,14-goal season but no citable per-season position split at Santa Clara
19329,132875,D. James,1920,Manchester United,PL,CAM,3,6,2291,72,Winger,high,Solskjaer's RW (some LW); 2291 min
35533,183156,E. Valencia,2021,Fenerbahçe,TR,CAM,12,4,2480,72,ST,low,Fener: CF/second-striker plurality with wide rotation - close
30453,148095,J. Jankto,1617,Udinese,SA,CAM,5,4,1905,72,CM,low,Udinese: left-sided interior/box-to-box - CM/LM boundary
40569,166948,João Amaral,1617,Vitoria Setubal,PRT,CAM,5,2,2281,63,CAM,low,Vitoria Setubal attacking mid per Portuguese records
40569,166540,João Amaral,1718,Vitoria Setubal,PRT,CAM,9,2,2258,72,CAM,low,Same AM role; 9-goal season
40569,165710,João Amaral,1920,Pacos Ferreira,PRT,CAM,1,4,1106,53,CAM,low,1106 min at Pacos; same profile
508,154511,K. Coman,1617,Bayern München,BL,CAM,2,1,914,43,Winger,low,914 injury-hit min; wide when used
508,154147,K. Coman,1718,Bayern München,BL,CAM,3,3,1147,56,Winger,medium,Wide L/R rotation behind Robben/Ribery
508,153789,K. Coman,1819,Bayern München,BL,CAM,6,4,1387,69,Winger,medium,Wide L/R
508,153410,K. Coman,1920,Bayern München,BL,CAM,4,3,1507,57,Winger,medium,Flick: LW/RW
508,153038,K. Coman,2021,Bayern München,BL,CAM,5,10,1766,71,Winger,high,Flick's first-choice wide man (10 assists)
508,152663,K. Coman,2122,Bayern München,BL,CAM,6,2,1368,62,Winger,medium,LW/RW under Nagelsmann
508,152284,K. Coman,2223,Bayern München,BL,CAM,8,5,1416,72,Winger,high,Fixed wide man; 1416 effective min
508,151929,K. Coman,2324,Bayern München,BL,CAM,3,3,1123,55,Winger,medium,Wide rotation with Sane/Gnabry
508,151567,K. Coman,2425,Bayern München,BL,CAM,5,4,1283,65,Winger,medium,Kompany: LW rotation
1911,148134,L. Ocampos,1617,AC Milan,SA,CAM,0,NR,534,22,Winger,low,534 fringe min at Milan; wide in cameos
1911,159806,L. Ocampos,1819,Marseille,L1,CAM,4,7,2714,72,Winger,medium,Marseille: fixed wide L/R (2714 min)
644,153119,L. Sané,2021,Bayern München,BL,CAM,6,9,1802,72,Winger,high,Flick: RW (some LW)
