card_id,api_player_id,player_name,season,current_pool,verified_position,confidence,evidence
131235,169,K. Trippier,2324,FB,FB,high,"CONFIRM: Howe's RB"
154056,989,K. Volland,1718,ST,ST,medium,"CONFIRM: front two beside Alario under Herrlich — some left-sided use"
186827,161948,L. Delap,2425,ST,ST,high,"CONFIRM: Ipswich's 9"
158484,154,L. Messi,2122,ST,Winger,medium,"CORRECTION: right of Pochettino's front three (Mbappé left, Neymar/Icardi central rotation) — pool's ST is wrong"
145922,2493,L. Muriel,2122,ST,ST,medium,"CONFIRM: 9/SS rotation (1541 min, heavy sub use)"
148136,2493,L. Muriel,1617,ST,ST,medium,"CONFIRM: Sampdoria front two with Quagliarella"
170952,86,L. Openda,2122,ST,ST,high,"CONFIRM: Vitesse's 9 on loan; 19 goals"
151980,644,L. Sané,2324,Winger,Winger,high,"CONFIRM: Tuchel's RW; 8G/11A"
154405,25639,L. Stindl,1617,ST,ST,low,"CONFIRM narrowly: false 9/SS under Schubert then Hecking — genuine ST/CAM split (his 2021 card sits the other side of it)"
154769,25639,L. Stindl,1516,,CAM,low,"ASSIGNED (blank pool): advanced mid in his debut Gladbach season under Favre/Schubert — AM/CM boundary"
131131,1946,L. Trossard,2324,Winger,Winger,medium,"CONFIRM: LW plurality with false-9 spells; 12 goals"
151634,200139,M. Amoura,2425,ST,ST,medium,"CONFIRM: Wolfsburg's forward (9/SS, some left drift); 10G/9A"
133035,18819,M. Antonio,1920,ST,ST,low,"CONFIRM narrowly: wide/wing-back roles pre-lockdown, the lone 9 from the restart — genuine split, the CF conversion decisive late (his 2021 card completes it)"
151663,158644,M. Beier,2324,ST,ST,medium,"CONFIRM: Hoffenheim front two with Kramarić; 16 goals"
186878,18746,M. Gibbs-White,2223,ST,CAM,medium,"CORRECTION: Cooper's 10/right creator in his first Forest season — consistent with his 2324/2425 cards; pool's ST is wrong"
182747,3244,M. Gradel,2021,Winger,Winger,medium,"CONFIRM: Sivasspor's wide man (11G/12A) — consistent with his Toulouse cards"
173246,19421,M. Henriksen,1516,,CM,low,"ASSIGNED (blank pool): AZ's box-crashing central mid (12 goals arriving late) — CM/CAM boundary"
166907,393,M. Marega,1617,ST,ST,medium,"CONFIRM: Guimarães's 9 on loan from Porto"
172099,37127,M. Ødegaard,1819,Winger,CAM,medium,"CORRECTION: Vitesse's playmaker-10 (12 assists) — pool's Winger is wrong; the earliest point of his card-set's CAM arc"
153871,25324,M. Rashica,1819,Winger,Winger,medium,"CONFIRM: Bremen's wide forward (L/R)"
153472,1159,M. Sabitzer,1920,CM,CM,medium,"CONFIRM: advanced 8/right-central in Nagelsmann's shapes"
153419,21509,M. Thuram,1920,ST,Winger,medium,"CORRECTION: Rose's LW with Pléa central (10G/8A from the left) — consistent with his 2021 card; the CF conversion is his 2223 card; pool's ST is wrong here"
144577,30937,M. Zaccagni,2425,Winger,Winger,high,"CONFIRM: Lazio's LW under Baroni"
160242,156,Malcom,1718,ST,Winger,high,"CORRECTION: Bordeaux's RW (12G/7A cutting in) — pool's ST is plainly wrong"
133939,2278,Marcos Alonso,1718,CDM,FB,high,"CORRECTION — your flag was right: Conte's left wing-back (7 goals from LWB); pool's CDM is plainly wrong"
